ein/treten "Vi (tritt ein, trat ein, ist eingetreten) 1. 走进, 跨入; 发生 2. + in A 加入; + für 为...辩护"
ein/-trichtern "Vt 灌输"
ein/üben "Vt 练熟"
ein/verleiben "并入; 吞食; 获取"
ein/wandern "Vi 由国外迁入"
ein/weichen "Vt 浸泡, 使湿透"
ein/weihen "Vt (+ in A)露 举行开幕(落成)仪式; 首次使用"
ein/wenden "Vt 反对, 提出异议"
ein/werfen "Vt (wirft ein, warf ein, eingeworfen) 将...投入"
ein/wirken "Vi auf + A 对...产生作用(或影响)"
ein/zahlen "Vt 支付, 缴纳，存款"
ein/ziehen "1. Vt 穿入, 吸入; 征收 2. Vi 迁入, 渗入"
Einakter "m, - 独幕剧"
einander "Adv 互相"
einbiegen "Vi (s) 转弯，拐入"
Einbildung "f, -en 想象, 幻觉; 傲慢"
Einbildungskraft "f 想象力"
Einblick "m, -e 认识; 了解; 察看"
Einbrecher "m, - 闯入者, 窃贼, 盗窃犯"
Einbruch "m, ⸚e 闯入; 盗窃; 来临"
einbüßen "Vt 丧失, 损失"
Einbuße "f, -n 损害, 损失"
eindeutig "Adj 单义的; 明确的"
eindringlich "Adj 坚决的"
Eindringling "m, -e 入侵者, 闯入者"
Eindruck "m, ⸚e 印象； Eindruck auf jn. machen (给某人)留下印象"
eindrucksvoll "Adj 印象深刻的"
einerseits "Adv 一方面"
einfach "Adj/Adv 简单的, 单一的, 简朴的; 简直, 干脆"
Einfahrt "f, -en 1. 入口 2. o. Pl 驶入"
Einfall "m, ⸚e 突然产生的思想;, (光线的)射入 倒塌; (军)入侵"
Einfalt "f 质朴, 简单，天真"
einfarbig "Adj 一种颜色的, 单色的"
Einfluss "m, Einflüsse 影响(力)"
einführen "Vt 采用, 推广; 输入, 进口, 引进; 引见"
Einführung "f, -en 入口; 导言; 输入(品)"
Einfuhr "f, -en 输入; 进口"
Eingang "m, ⸚e 大门, 入口"
eingebildet "Adj 幻想的; 自命不凡的"
eingeboren "Adj 本地的; 土著的；唯一的"
eingehend "Adj 深入的, 详细的"
Eingeständnis "n, -se 自白"
Eingriff "m, -e 影响, 干预; 手术"
Einhalt "m 阻止"
einheimisch "Adj 本地的; 国产的"
Einheit "f, -en 统一, 团结; 单位; 单元"
einheitlich "Adj 统一的, 一致的; 相同的, 一律的"
einig "Adj 一致的"
einige "Pron/Num 几个, 一些"
einigen "1. Vt 使...团结一致 2. + sich + auf A/ + über A 取得一致, 和解"
einigermaßen "Adv 多多少少; 相当地"
Einigkeit "f 团结, 一致"
Einigung "f 统一"
Einkauf "m, ⸚e 采购, 购买"
Einkäufer "m, - 采购员"
Einklang "m 协调一致，和谐"
Einkommen "n, - 收入"
Einkommensteuer "f, -n 所得税"
Einkünfte "Pl 收入, 收益"
Einladung "f, -en 邀请; 请贴"
Einlage "f, -n 附件; 配料; 衬里; 存款"
Einleitung "f, -en 开始, 引入, 序言, 导论"
einmal "Adv 一次; 有一次, 某个时候； auf einmal 一下子, 忽然； nicht einmal 连...都不, 甚至不..."
einmalig "Adj 一次的, 唯一的; 罕见的"
einmütig "Adj 一致的"
Einnahme "f, -n 占领; 服用(药); 收入"
einphasig "Adj 单相的"
Einprägen "n 刻铸; 铭记"
Einrichtung "f, -en 设置, 设施, 装置"
eins "Num 一"
einsam "Adj 孤独的, 寂寞的, 寂静的"
Einsamkeit "f 孤独; 荒僻的地方 "
Einsatz "m, ⸚e 投入, 使用; (插入)部件; 开始"
Einschlag "m, ⸚e 轰击; 着弹点; 包皮纸"
einschlägig "Adj 有关的"
einschließlich "+ G Präp 包括在内, 含"
Einsehen "n 看出, 领会"
einseitig "Adj 一侧的; 片面的"
Einsicht "f, -en 看到里面; 审阅; 了解; 眼力"
Einspeicherung "f, -en 存入; 存储"
einsperren "Vt 关在...(如房间)里; 关押, 监禁"
einsprachig "Adj 一种语言的"
Einspruch "m, ⸚e 异议; 申诉"
einst "Adv 从前; 将来什么时候, 有朝一日"
Einstellung "f, -en 安放; 停止; 态度, 看法"
Einstieg "m, -e 上车; 入口"
einstig "Adj 从前的; 将来的"
einstimmig "Adj 异口同声的，意见一致的"
Einstufung "f, -en 归类, 分级"
einstweilen "Adv 暂时; 在此期间的"
eintönig "Adj 单调的; 一成不变的"
Eintopf "m, ⸚e 杂烩, 一锅煮成的饭"
Eintracht "f 和睦"
einträglich "Adj 有利可图的"
Eintritt "m, -e 进入, 入场"
Einvernehmen "n 融洽; 意见一致"
einverstanden "Adj + mit 同意的"
Einverständnis "n, -se 同意; 认可"
Einwand "m, -e 异议, 反对"
einwandfrei "Adj 无缺点的; 无可指责的"
Einwirkung "f, -en 影响, 作用"
Einwohner "m, - 居民"
Einwohnermeldeamt "n, ⸚er 户籍管理处"
Einzelhandel "m 零售"
Einzelhandelsgeschäft "n, -e 零售商店"
Einzelhändler "m, - 零售商"
Einzelheit "f, -en 细节, 详情"
Einzelkind "n, -er 独生子女"
Einzelmensch "m, -en 个别人"
einzeln "Adj 单个的, 单独的; 逐个的; 少数的"
einzig "Adj 唯一的, 仅有的； einzig und allein 唯独, 专门, 全部"
Einzug "m, ⸚e 迁入; 进入; 兑现; 开始"
Eis "n, o. Pl 冰, 冰淇淋"
Eisen "n, - 铁"
Eisen- "und Stahlwerk n, -e 钢铁厂"
Eisenbahn "f, -en 铁路"
Eisenbahnfahrt "f, -en 乘火车"
Eisenbahnzug "m 火车"
Eisendraht "m, ⸚e 铁丝"
eisern "Adj 铁的; 严厉的"
eitel "Adj 自负的; 空洞的; 纯粹的"
Eiweiß "n, -e 蛋白, 蛋白质"
Ekel "m, - 恶心; 厌恶"
ekelhaft "Adj 令人讨厌的, 令人作呕的"
ekeln "1. Vt 使厌恶 2. + sich + vor D 感到厌恶 "
Elan "m 热情, 干劲"
elastisch "Adj 有弹性的, 轻快的"
Elch "m, -e 驼鹿"
elegant "Adj 衣着时髦的; 完美的"
Eleganz "f 雅致; 高尚; 优点"
Elektriker "m, - 电工"
elektrisch "Adj 电的, 电气的"
Elektrizität "f, -en 电"
Elektrofahrzeug "n 电力运输车"
Elektrohandel "m 电器商店"
Elektrolyse "f, -n 电解"
elektromagnetisch "Adj 电磁的"
Elektron "n, -en 电子"
Elektronenstrahl "m, -en 电子束, 电子射线"
Elektronik "f, o. Pl 电子学"
elektronisch "Adj 电子的"
Elektrotechnik "f, -en 电子学, 电工技术"
ehemals "Adv 以前, 从前"
Element "n, -e 要素, 元素, 元件"
Elementarteilchen "n 基本粒子"
elend "Adj 可怜的, 贫困的"
Elend "n 不幸, 贫困"
elektrotechnisch "Adj 电子学的, 电工技术的"
elf "Num 十一"
Elfenbein "n 象牙"
eliminieren "Vt 削除, 消除; (数)消去, 相消"
Elite "f, -n 精英, 精华"
Ellbogen "m, - 肘"
Ellipsenbahn "f, -en 椭圆形轨道"
Eltern "f, Pl 双亲, 父母"
Elternhaus "n, ⸚er 父母的家"
Emaille "f, -n 搪瓷"
Emanzipation "f, -en 解放"
emanzipieren "1. Vt 解放 2. + sich 自我解放"
Emigrant "m, -en (政治)流亡者, 移居国外者"
Emigration "f, -en 流亡, 流亡者, 流亡地"
emigrieren "Vi 流亡国外 "
Emission "f, -en 发行(有价证券, 纸币等); 空气排污、 发送"
Emotion "f, -en 情绪, 激动"
emotional "Adj 感情上, 情绪上的; 感情冲动的"
Empfang "m, ⸚e 收到, 接到; 迎接, 接见; 收听(看), 接收; 欢迎会, 招待会"
empfangen "Vt (empfängt, empfing, empfangen) 接待, 接见; 收听, 接收"
Empfänger "m, - 收件人; 收音机, 接收机"
empfänglich "Adj 易接受的, 易受感染的"
Empfangshalle "f, -n 候机厅，接待厅"
Empfangsort "m, -e 接收地点"
Empfangsraum "m, ⸚e 接待室, 会客室"
empfehlen "Vi/Vt (empfiehlt, empfahl, empfohlen) 推荐, 介绍"
Empfehlung "f, -en 推荐; 问候"
Empfehlungsbrief "m, -e 推荐信"
empfinden "Vt (empfindet, empfand, empfunden) 感觉, 感受, 感到"
empfindlich "Adj 敏感的"
Empfindlichkeit "f 知觉; 灵敏度; 感觉"
Empfindung "f, -en 感觉; 激情"
empirisch "Adj 检验的"
empor "Adv 向上"
empor/steigen "向上登, 升告"
empören "1. Vt 使...愤慨 2. + sich 感到愤慨; (起来)反抗"
Empörung "f, -en 反抗; 愤慨"
Ende "n, -n 端点, 尽头, 末尾； am Ende sein 结束； zu Ende gehen 结束"
enden "(+ mit) 终止, 结束"
Endfläche "f, -n 端面"
endgültig "Adj 最终的, 最后的"
endlich "Adv 最后, 终于"
endlos "Adj 无限的"
endogen "Adj 内在的, 内生的"
Endspurt "m, -e / -s 最后的冲刺"
Energie "f, -n 能(量); 精力"
Energiebedarf "m 能量需求"
Energiequelle "f, -n 能源"
Energiereserve "f, -n 能量存储"
Energieverbrauch "m 能量消耗"
Energieversorgung "f 能量供给, 供电"
energisch "Adj 有活力的; 果断的"
eng "Adj 峡窄的, 窄小; 紧挨的, 密切的, 亲密的"
Engagement "n, -s 聘请; 邀请(跳舞); 义务"
engagieren "1. Vt 聘任 2. + sich 承担义务; 支持"
Enge "f 狭隘; 峡谷"
Engel "m, - 天使; 助人者"
Engländer "m, - 英国人"
englisch "Adj 英国的, 英语的"
Englisch "n 英语"
Enkel "m, - 孙子, 外孙"
enorm "Adj 巨大的; 令人惊异的"
Ensemble "n, -s 剧组; 文工团; 歌舞团"
entarten "Vi + in A/ + zu D 蜕化, 退化"
entbehren "1. Vt 缺少, 缺乏 2. Vi 缺乏"
entbinden "1. Vt (+ von D) 解除; 接生 2. Vi 分娩"
entblößen "Vi 裸露; 拿走"
entdecken "Vt 发现, 发觉"
Entdecker "m 发现者"
Entdeckung "f, -en 发现; 揭发"
Ente "f, -n 鸭"
enteignen "Vt 剥夺财产"
Enteignung "f, -en 没收"
entfachen "Vt 点燃; 挑起"
entfalten "Vt 展开, 发挥(才能、 理想等)"
entfernen "1. Vt 移开, 除去 2. + sich 离开"
entfernt "Adj 遥远的, 远距离的"
Entfernung "f, -en 距离"
entfesseln "Vt 激起, 引起"
Entfremdung "f 疏远; (哲)异化"
entführen "Vt 拐骗; 劫持, 绑架"
Entführung "f, -en 诱骗"
entgegen "+ D Präp 面对, 迎向; 与...相反"
entgegengesetzt "Adj 相反的"
Entgegenkommen "n 迎向, 迎合"
entgegennehmen "Vt 接受, 听取"
entgegensetzen "Vt 对抗, 反对"
entgegentreten "Vi 抵制, 对抗"
entgegnen "Vi/Vt 回答, 反驳"
entgehen "Vi 逃脱; 错过"
Entgelt "n, -e 报酬, 补偿"
entgelten "Vt 酬谢; 补偿"
entgleisen "Vi 出轨, 失常, 离题"
entgleiten "Vi 滑落, 滑掉"
enthalten "Vt (enthält, enthielt, enthalten) 含有, 包含"
enthüllen "Vt 揭开, 揭穿"
Enthusiasmus "m 热情, 狂热"
entkalken "Vt 去钙"
entkommen "Vi 逃走"
entladen "(entlädt, entlud, entladen) 1. Vt 卸(货); 使...放电 2. + sich 放电, 爆发"
entlang "+ D + A Präp 沿着, 顺着"
entlarven "Vt 揭发, 揭露"
entlassen "Vt (entlässt, entließ, entlassen) 释放, 允许离去; 解雇, 免职"
entlasten "Vt 减轻负担, 减罪"
entlegen "Adj 偏僻的, 遥远的"
entmutigen "Vt 使丧失勇气, 使沮丧"
entnehmen "Vt 取出,提取, 摘引, 推断出"
entrichten "Vt 缴纳, 清偿"
entrüsten "1. Vt 使愤怒 2. + sich 愤怒"
entschädigen "Vt 赔偿, 补偿"
Entschädigung "f, -en 赔偿; 补偿费"
entschärfen "Vt 使缓和"
entscheiden "(entscheidet, entschied, entschieden) 1. Vt 决定 2. + sich 选定, 抉择"
entscheidend "Adj 决定性的"
Entscheidung "f, -en 裁决, 决定; (体)决赛"
Entschiedenheit "f 果断"
entschließen "+ sich (+ zu) (entschließt, entschloss, entschlossen) 决定, 决心"
entschlossen "Adj 坚定的"
Entschlossenheit "f 坚定"
Entschluss "m, Entschlüsse 决定, 决断, 决心"
entschuldigen "Vt / + sich 原谅, 向...道歉"
Entschuldigung "f, -en 原谅; 道歉; 请假(条); 借口"
entsenden "Vt 派出"
entsetzen "1. Vt 罢免, 撤消; 为...解围; 使吃惊 2. + sich 吃惊; 惊慌"
Entsetzen "n 罢免; 解围; 惊愕"
entsetzlich "Adj 可怕的"
entsetzt "Adv 吃惊地, 惊骇地"
Entsorgung "f, -en 清理, 消除"
entspannen "1. Vt 使松弛, 卸套 2. + sich 缓和"
Entspannung "f 松缓"
Entspannungspolitik "f 缓和政策"
entsprechen "Vi (entspricht, entsprach, entsprochen) 符合, 适应; 满足"
entsprechend "+ D Präp/Adj 相应的, 按照"
entspringen "Vi + aus D / + in D 来源于; 逃脱"
entstammen "Vi 出自, 来源于"
entstehen "Vi (entsteht, entstand, ist entstanden) 出现, 产生"
Entstehung "f 产生, 起源, 形成"
entstellen "Vt 使变形, 歪曲"
entstellt "Adj 歪曲的, 变形的"
enttäuschen "Vt 使失望"
Enttäuschung "f, -en 失望"
entwässern "Vt 将...里的水排出"
entweder… "oder … Konj 或...或, 非...即"
entweichen "Vi 潜逃; 漏出"
entwerfen "Vt (entwirft, entwarf, entworfen) 起草, 设计"
entwerten "Vi 使贬值, 使无效"
entwickeln "Vt/ + sich 发展; 成长; 显影; 研制, 开发"
Entwicklung "f, -en 发展; 显影; 产生; 研制, 开发"
Entwicklungshilfe "f, -n 对发展中国家的援助"
Entwicklungsland "n, ⸚e 发展中国家"
entwischen "Vi ( + aus D) 逃走"
Entwurf "m, ⸚e 设计, 草案"
entwurzelt "Adj 离乡背井的"
entzaubern "Vt 使从着魔状态解脱出来, 使清醒"
entziehen "1. Vt 收回, 撤销; 不容许 2. + sich 摆脱"
entziffern "Vt 破译, 辨认"
Entzücken "n 欢乐, 赞叹"
entzücken "Vt 使喜欢"
entzünden "1. Vt 点燃 2. + sich 发炎"
Entzündung "f, -en 发炎; 炎症"
entzwei/brechen "Vt 掰开, 折断"
Enzyklopädie "f, -n 百科全书"
Epik "f 史诗"
episch "Adj 史诗的"
Episode "f, -n 插曲, ; 事件"
epochal "Adj 划时代的, 有重大意义的"
Epoche "f, -n 时期, 时代"
epochemachend "Adj 划时代的"
Epos "n, Epen 史诗, 叙事诗"
er "Pron 他; 它"
erachten "Vt + als/ + für A 认为"
erarbeiten "Vt (通过劳动)得到, 制订, 起草"
Erbarmen "n 怜悯"
erbärmlich "Adj 不幸的; 卑鄙的"
erbauen "1. Vt 建造; 使高兴 2. + sich 感到高兴"
Erbe "m, -n –n 继承人"
Erbe "n, 遗产"
erben "Vt 继承 "
erbeuten "Vt 缴获; 抢来"
Erbgut "n 遗产; 遗传特征"
erbitten "Vt 请求得到"
erblicken "Vt 看到"
erbrechen "1. Vt 砸门, 吐出 2. + sich 呕吐"
erbringen "Vt (erbringt, erbrachte, erbracht) 取得;带来, 提供"
Erbse "f, -n 豌豆"
Erdbeben "n, - 地震"
Erdbeere "f, -n 草莓"
Erdbewohner "m 地球上的居民; 陆栖动物"
Erdboden "m, ⸚ 土壤, 地面"
Erde "f, -n 土, 泥土; 地, 地面, 地球世界"
Erdgas "n, -e 天然气"
Erdgeschoss "n, Erdgeschosse 底层, 一楼"
Erdinnere(s) "n (dekl. wie Adj) 地球内部"
Erdkruste "f 地壳, 地球表层"
Erdkunde "f 地理学"
Erdnuss "f, ⸚(ss)e 花生"
Erdöl "n, -e 石油"
Erdsatellit "m, -en 地球卫星"
ereignen "sich 发生"
Ereignis "n, -se 事件"
erfahren "Vt (erfährt, erfuhr, erfahren) 得知, 获悉"
Erfahrung "f, -en 经验"
erfahrungsgemäß "Adj 凭经验的"
erfassen "Vt 抓住; 领会, 理解"
Erfassung "f, -en 理解, 领会; 登记; 采购"
erfinden "Vt (erfindet, erfand, erfunden) 发明, 创造; 虚构, 编造"
Erfinder "m, - 发明者, 发明家"
Erfindergeist "m 独创精神, 发明才能"
Erfindung "f, -en 发明, 创造, 捏造, 虚构"
Erfolg "m, -e 成功, 成就"
erfolgen "Vi (结果)出现, 发生"
erfolglos "Adj 徒劳的"
erfolgreich "Adj 成功的, 有成就的"
erforderlich "adj 必需的"
erfordern "Vt 要求, 需要"
Erfordernis "n, -se 需要, 必需条件"
erforschen "Vt 研究, 考察"
erfreuen "1. Vt 使高兴 2. + sich 愉快, 享有"
erfreulich "Adj 令人高兴的"
erfreulicherweise "Adj 幸好, 幸运的"
erfrieren "1. Vt 冻死 2. Vt 把...冻伤"
erfrischen "1. Vt/Vi 令人恢复精神 2. + sich 爽快"
erfüllen "Vt 1. 完成, 实现, 履行; 充满; 满足 2. + sich 成为现实"
Erfüllung "f 实现"
ergänzen "Vt 补充"
Ergänzung "f, -en 补充, (语)补足语"
ergeben "Vt/ + sich (ergibt, ergab, ergeben) 产生...结果"
Ergebnis "n, -se 结果, 成果"
ergehen "Vi 发出, 颁布"
ergiebig "Adj 丰富的; 有收获的"
ergießen "+ sich 倾泻"
ergreifen "Vt (ergreift, ergriff, ergriffen) 握住, 抓住,; 感动"
Ergriffenheit "f 感动, 激动"
erhalten "Vt (erhält, erhielt, erhalten) 收到, 接到; 保持"
erhältlich "Adj 可买到的"
erheben "Vt / + sich (erhebt, erhob, erhoben) 1. 举起, 抬起; 提出 2. + sich 起身, 起立"
erheblich "Adj 可观的, 很大的,显著的"
Erhebung "f, -en 举高, 起义, 高地"
erhellen "1. Vt 照亮; 阐明 2. Vi 得到解释"
Erhitzen "n 加热"
erhitzen "Vt 加热"
erhoffen "Vt 期待"
erhofft "Adj 希望的, 盼望的"
erhöhen "Vt 提高, 增加"
Erhöhung "f, -en 提高, 增加"
erholen "+ sich (+ von) 休养, 复原"
erinnern "Vt/ + sich 1. Vt 提醒, 使回忆,起使注意到 2. + sich /an A 回忆, 记得, 想起"
Erinnerung "f, -en 回忆; 纪念; (复数)回忆录"
Erinnerungsvermögen 记忆力
erkälten "+ sich 着凉, 感冒"
erkaufen "Vt (花代价)换来, 收买"
erkennbar "Adj 明显的"
erkennen "Vt (erkennt, erkannte, erkannt) 认出; 认识到"
Erkenntnis "f, -se 知识, 认识, 理解"
erklären "Vt 解释, 说明; 宣告, 声明"
Erklärung "f, -en 解释, 说明宣言, 声明"
erkranken "Vi + an D 生病"
Erkrankung "f, -en 生病; 病情"
erkundigen "+ sich 打听, 探询 2. + über A 了解, 调查"
erlangen "Vt 获得, 得到, 达到"
Erlass "m, -(ss)e 发布; 布告; 免除"
erlassen "Vt 公布; 免除"
erlauben "Vt 准许, 许可, 同意"
Erlaubnis "f, -se 准许, 同意"
erläutern "Vt 解释, 注解"
Erläuterung "f, -en 解释, 注释"
erleben "Vt 经历, 经受"
Erlebnis "n, -se 经历; 事件; 奇遇"
erledigen "Vt 处理完毕, 解决, 了结"
erleichtern "Vt 使容易, 减轻"
Erleichterung "f, -en 减轻; 轻松"
erleiden "Vt (erleidet, erlitt, erlitten) 遭受"
erleiden "Vt 遭受, 遭到"
erlernen "Vt 学会"
erlösen "Vt 解救, 赎出"
ermäßigen "Vt 减少; 降低"
ermahnen "Vt + zu D 告诫, 警告"
Ermahnung "f, -en 告诫, 提醒"
Ermessen "n 估计"
ermitteln "Vt 查明, 算出"
ermöglichen "Vt 使有可能, 使有机会"
ermorden "Vt 谋杀"
ermüden "Vt 使疲劳 Vi 疲劳"
ermuntern "Vt 唤醒; 鼓励"
ermutigen "Vt 鼓励"
ernähren "1. Vt 喂养, 供养, 赡养 2. + sich + von 以...为食物"
Ernährer "m, - 赡养者, 抚养人"
Ernährungsgrundlage "f 营养基础"
ernennen "Vt + zu D 任命, 指派"
Ernennung "f, -en 任命, 委任"
erneuerbar "Adj 可修复的, 可恢复的, 可更换的"
erneuern "1. Vt 整修, 更新 2. + sich 更新"
Erneuerung "f, -en 改革, 恢复"
erneut "Adj/Adv 重新, 再次的"
erniedrigen "1. Vt 轻视, 降低 2. + sich 有失身分"
ernst "Adj 严肃的, 认真的, 重要的, 真正的"
Ernstfall "m, ⸚e 紧急情况"
ernsthaft "Adj 严肃的, 认真的"
ernstlich "Adj 认真的, 严重的"
Ernte "f, -n 收成"
Ernteertrag "m 收获量"
ernten "Vt/Vi 收割, 收获"
ernüchtern "Vt/ + sich 醒悟, 清醒"
erobern "Vt 征服, 占领"
Eroberung "f, -en 征服, 占据"
eröffnen "Vt (宣布)开始, 开幕; 开设; 开(户头)"
Eröffnung "f, -en 开场, 开幕"
erörtern "Vt 讨论, 商议"
Erörterung "f, -en 探讨"
erotisch "Adj 色情的"
erpressen "Vt 敲诈, 逼出"
erproben "Vt 检验, 考验"
Erprobungsprogramm "n -e 试验计划"
erraten "Vt (errät, erriet, erraten) 猜出"
errechnen "Vt 算出"
erregen "Vt 使兴奋、 激动; 引起"
Erreger "m, - 激励器; 病原体"
Erregung "f 激动, 兴奋"
erreichbar "Adj 可以得到的"
erreichen "Vt 够到, 达到, 取得, 赶上; 联系(上)"
errichten "Vt 建立, 建造, 设立"
Errichtung "f 树立, 设立, 建立"
erringen "Vt (erringt, errang, errungen) 争得, 赢得"
Errungenschaft "f, -en 成绩; 家产"
Ersatz "m, o. Pl 代替(物), 补偿"
Ersatzstoff "m, -e 代用材料"
Erscheinen "n 显现; 外表; 出现显露; 发表"
erscheinen "Vi (erscheint, erschien, ist erschienen) 出现; 出版; 显得"
Erscheinung "f, -en 现象"
Erscheinungsform "f, -en 表现形式; 形态"
erschießen "1. Vt 枪杀 2. + sich 用枪自杀"
erschlagen "Vt 打死, 击毙"
erschließen "Vt (erschließt, erschloss, hat erschlossen) 开发; 吐露; 阐明 2. + sich 开放, 显示, 开辟"
erschöpfen "1. Vt 用尽, 详尽 2. + sich 用完, 耗尽"
erschöpft "Adj 用完的, 耗尽的"
Erschöpfung "f 精疲力竭; 用完"
erschrecken "1. Vi (erschrickt, erschrak, ist erschrocken) 惊恐, 吃惊, 害怕 2. Vt (erschreckt, erschreckte, erschreckt) 使惊恐, 使害怕"
erschreckend "Adj 非常可怕的, 惊人的"
erschüttern "Vt 使震动, 使感动"
erschütternd "Adj 令人震惊的"
Erschütterung "f, -en 震动"
erschweren "Vt 增加困难"
ersehen "Vt 看出, 挑选"
ersehnt "Adj 可望的"
ersetzen "Vt 替代, 接替; 补偿"
ersichtlich "Adj 明显的"
ersparen "Vt 节省; 免除"
Ersparnis "f, -se 节省, 节约; 积蓄"
erst "Adv 首先, 起先; 刚刚, 才"
erstarren "Vi 凝结; 冻僵"
erstatten "Vt 归还; 作(报告)"
erstaunen "1. Vt 使惊讶, 令惊奇 2. Vi 惊讶"
Erstaunen "n 吃惊, 惊异"
erstaunlich "Adj 令人惊讶的, 惊人的"
erste "Num 第一的, 首先的"
erstellen "Vt 建造; 完成, 制定"
ersticken "1. Vt 使窒息; 扑灭 2. Vi 闷死"
erstickend "Adj 令人窒息的"
erstickt "Adj 窒息而死的"
erstmalig "Adj 初次的"
erstmals "Adv 初次"
erstrecken "+ sich 延长, 延伸"
ersuchen "Vt + um A 请求, 要求"
ertappen "1. Vt 捉住 2. + sich 突然发现"
erteilen "Vi/Vt 给(予), 授予"
ertönen "Vt 响起, 鸣响"
ertragen "Vt (erträgt, ertrug, ertragen) 忍受"
erträglich "Adj 可忍受的, 可以过得去的"
ertränken "1. Vt 把...淹死; 消愁解忧 2. + sich 投水自尽"
ertrinken "Vi 淹死; 消失"
erübrigen "1. Vt 省出 2. + sich 成为多余"
erwachen "Vi 醒来, 觉醒"
erwachsen "1. Vi + aus D 生长,成长， 发生"
Erwachsene "m/f (dekl. wie Adj) 成年人"
erwägen "Vt 衡量, 斟酌"
Erwägung "f, -en 衡量, 考虑"
erwähnen "Vt 提及, 谈到,. 论及"
erwärmen "Vt 加热, 使温暖"
erwarten "Vt 等候, 等待; 期待, 期望; 料到"
Erwartung "f, -en 等候; 期望"
erwartungsvoll "Adj 充满期望的"
erwecken "Vt (+ aus D / + von D 唤醒; 引起"
erweisen "1. Vt 证实; 提供 2. + sich 证明, 表示"
erweitern "Vt 加宽, 扩大, 扩展"
Erweiterung "f, -en 扩大, 扩展, 放宽"
Erwerb "m 购买, 获得"
erwerben "Vt (erwirbt, erwarb, erworben) 获得, 取得"
Erwerbslosigkeit "f 失业"
erwerbstätig "Adj 有职业的"
erwidern "Vt 1. 就某事 (auf A) 答复某人(D) 2. 回报"
erwischen "Vt 当场抓获逮住; 碰上, 刚巧赶上"
erzählen "Vt/Vi + über A / + von D 叙述, 讲述"
Erzähler "m, - 讲述者; 小说家"
Erzählstunde "f, -n 讲故事课"
Erzählung "f, -en 故事, 短篇小说"
Erzbischof "m, ⸚e 大主教"
erzeugen "Vt 生产, 制造"
Erzeugnis "n, -se 产品"
erziehen "Vt (erzieht, erzog, erzogen) 教育"
Erzieher "m, - 教育(工作)者, 家庭教师"
Erziehung "f, o. Pl 教育"
erzielen "Vt (经努力)获得, 达到"
erzwingen "Vt (+ von D) 迫使"
es "Pron 它(他, 她); (非人称主语)"
Esel "m, - 驴; 蠢人; 支架"
Eselsbrücke "f, -n 习题详解; 逐行译注的外文课本; 备忘记号"
Essay "n/m, -s 随笔, 散文"
Essen "n, o. Pl 吃, 进餐; 食物, 饭菜"
essen "Vt (isst, aß, gegessen) 吃"
Essig "m, -e 醋"
etablieren "1. Vt 开设, 创办 2. + sich 定居"
Etage "f, -n 层, 楼"
Etappe "f, -n 一段路程; 阶段; (军=)后方"
Etat "m, -s 预算; 财产状况"
Ethik "f, -en 伦理学; 伦理"
ethisch "Adj 伦理学的"
Ethos "n 伦理, 道德"
Etikett "n, -e od. -s 标签; 标价牌"
Etikette "f, -n 礼仪"
etwa "Adv 大约, 将近; 也许, 难道"
etwas "Pron 某事, 某物; 一些, 少许"
euer "Pron 你们的"
Eule "f, -n 猫头鹰"
Europa 欧洲
europäisch "Adj 欧洲的"
evangelisch "Adj 福音(新教)的"
eventuell "Adj/Adv 也许, 可能发生的"
Evolution "f 发展, 演变, 进化"
Evolutionstheorie "f 进化论"
ewig "Adj 永远的, 持久的"
Ewigkeit "f, -en 永恒, 长久"
exakt "Adj 精确的"
Examen "n, - / Examina 考试"
Exempel "n, - 例子; 例题"
Exemplar "n, -e 册, 份"
Exil "n, -e 流放; 流放地"
Existenz "f, o. Pl 存在, 生存"
existieren "存在, 生存"
Exmatrikulation "f (大学生毕业或离校时)注销学籍"
exotisch "Adj 异国风味的, 异国色彩的"
Expansion "f, -en 扩张, 扩大"
Expedition "f, -en 探险; 考察团; 发送"
Experiment "n, -e 实验"
experimentell "Adj 实验的, 实验上的"
experimentieren "Vi (+ mit D) 实验,试验"
Experte "m, -n 专家"
explodieren "Vi 爆炸; 勃然大怒"
Explosion "f, -en 爆炸"
explosiv "Adj 爆炸的"
Export "m, -e 出口"
exportieren "Vt 出口"
Express "m, -(ss)e 特别快车"
Expressionsmus "m 表现主义"
extra "Adj 额外的,特别的,补充的"
extrahieren "Vt 提炼, 选出"
Extrakt "m, -e 提炼物"
extrem "Adj 极端的; 激进的"
Exzellenz "f, -en 阁下"
Fabel "f, -n 寓言, 虚构的故事; 主要情节"
fabelhaft "Adj 极好的,. 神话般的"
Fabrik "f, -en 工厂"
Fach "n, ⸚er 学科, 专业"
Facharbeiter "m, - 技工"
Fachbereich "m, -e 专业(领域)"
fächerförmig "Adj 扇形的"
Fachleute "Pl 专家"
fachlich "Adj 专业的, 业务的"
Fachmann "m, Fachleute 专家"
Fachschule "f, -n 专科学校"
Fachterminologie "f, -n 专业术语"
Fackel "f, -n 火炬; 火把, 火焰"
Faden "m, -/ ⸚ 线"
fähig "Adj 有能力的, 有才能的"
Fähigkeit "f, -en 能力, 才干"
fahnden "Vi 追捕, ,寻找"
Fahne "f, -n 旗(帜)"
Fahrbahn "f, -er 车行道"
